NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
166,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,전세,160.39,202509,18,"150,000",0,14,2010,토정로 158,202509~202709,갱신,-,"137,000",0,아파트
167,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,전세,138.08,202509,18,"130,000",0,11,2010,토정로 158,202510~202710,갱신,-,"115,000",0,아파트
168,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,전세,138.08,202509,18,"130,000",0,11,2010,토정로 158,-,-,-,,,아파트
169,서울특별시 마포구 도화동,536,536,0,정우상가맨션,전세,105.52,202509,18,"70,000",0,7,1983,토정로37길 46,202509~202709,신규,-,,,아파트
170,서울특별시 마포구 도화동,82,82,0,우성,월세,79.97,202509,18,"42,000",32,9,1991,삼개로 38,202510~202710,갱신,사용,"40,000",30,아파트
171,서울특별시 마포구 도화동,357,357,0,도화동현대,전세,128.26,202509,18,"70,000",0,10,1996,새창로 52,202509~202709,신규,-,,,아파트
172,서울특별시 마포구 도화동,544,544,0,고려,전세,84.51,202509,18,"35,700",0,12,1984,큰우물로 76,202510~202710,갱신,-,"34,000",0,아파트
173,서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,전세,59.96,202509,18,"63,000",0,3,2003,만리재로 60,202510~202710,갱신,-,"60,000",0,아파트
174,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,84.9,202509,18,"75,000",0,16,2000,백범로37길 12,202511~202711,신규,-,,,아파트
175,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202509,18,"31,000",0,12,1986,월드컵북로 235,202509~202609,갱신,-,"28,000",0,아파트
176,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202509,18,"33,000",0,11,1986,월드컵북로 235,202511~202711,신규,-,,,아파트
177,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,18,"25,000",0,7,1986,월드컵북로 260,202509~202709,갱신,-,"22,000",0,아파트
178,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,17,"30,000",0,2,1986,월드컵북로 260,202510~202710,신규,-,,,아파트
179,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,37.17,202509,17,"6,401",21,4,2020,양화로 72,202510~202711,신규,-,,,아파트
180,서울특별시 마포구 서교동,490,490,0,메세나폴리스,전세,122.867,202509,17,"141,000",0,18,2012,양화로 45,202512~202712,갱신,사용,"135,000",0,아파트
181,서울특별시 마포구 성산동,134-2,134,2,가좌행복주택,월세,16.55,202509,17,606,25,6,2016,성암로 28,202510~202711,갱신,-,"3,706",16,아파트
182,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,월세,84.851,202509,17,500,400,8,2011,마포대로 173-15,202510~202709,신규,-,,,아파트
183,서울특별시 마포구 공덕동,476,476,0,공덕파크자이,월세,84.996,202509,17,"25,000",183,19,2015,백범로 152,202510~202710,갱신,사용,"25,000",170,아파트
184,서울특별시 마포구 도화동,357,357,0,도화동현대,월세,112.09,202509,17,"25,000",200,14,1996,새창로 52,202511~202711,신규,-,,,아파트
185,서울특별시 마포구 도화동,240-1,240,1,현대예술아파트,전세,118.5,202509,17,"70,000",0,2,1993,도화2안길 11,202510~202710,신규,-,,,아파트
186,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,월세,59.751,202509,17,"24,660",34,9,2019,광성로 17,202510~202709,-,-,,,아파트
187,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,84.901,202509,17,"93,000",0,12,2019,광성로 17,202510~202601,갱신,-,"93,000",0,아파트
188,서울특별시 마포구 현석동,222,222,0,강변힐스테이트,전세,59.78,202509,17,"65,000",0,7,2004,신수로 15,202512~202712,신규,-,,,아파트
189,서울특별시 마포구 아현동,780,780,0,애오개아이파크,전세,30.01,202509,17,"41,000",0,3,2016,굴레방로1길 25,202511~202711,신규,-,,,아파트
190,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,전세,59.98,202509,17,"81,900",0,22,2020,대흥로 175,202511~202711,갱신,사용,"78,000",0,아파트
191,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),전세,59.994,202509,17,"80,000",0,8,2022,숭문길 98,202512~202712,신규,-,,,아파트
192,서울특별시 마포구 성산동,199-15,199,15,한림201동,전세,70.84,202509,17,"44,000",0,6,2004,새터산5길 11,202510~202710,신규,-,,,아파트
193,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,17,"30,400",0,10,1986,월드컵북로 235,202510~202710,갱신,사용,"29,000",0,아파트
194,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,전세,59.98,202509,17,"85,000",0,5,2020,대흥로 175,202511~202711,신규,-,,,아파트
195,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,17,"33,000",0,4,1986,월드컵북로 260,202510~202710,신규,-,,,아파트
196,서울특별시 마포구 망원동,522,522,0,마포한강제이스카이,전세,49.664,202509,17,"45,000",0,11,2019,방울내로 37,202511~202711,신규,-,,,아파트
197,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,전세,114.72,202509,17,"56,000",0,5,2010,월드컵북로 501,202510~202709,-,-,,,아파트
198,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,월세,59.92,202509,17,"40,000",27,5,2003,월드컵북로47길 46,202509~202709,갱신,사용,"45,000",0,아파트
199,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,84.66,202509,17,"55,000",0,1,2010,월드컵북로 502-36,202510~202710,신규,-,,,아파트
200,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(101동서울리츠2호임대),월세,34.797,202509,16,"11,065",29,12,2022,숭문길 98,202510~202709,-,-,,,아파트
201,서울특별시 마포구 연남동,249-3,249,3,노블레스빌2,전세,82.18,202509,16,"50,000",0,5,2002,성미산로27길 15-1,202509~202709,갱신,사용,"48,000",0,아파트
202,서울특별시 마포구 염리동,515-1,515,1,상록임대,월세,26.81,202509,16,"1,030",11,7,1997,숭문길 106,202510~202709,-,-,,,아파트
203,서울특별시 마포구 창전동,438,438,0,신촌금호,전세,84.95,202509,16,"65,000",0,18,2001,서강로9길 19,202511~202711,신규,-,,,아파트
204,서울특별시 마포구 아현동,275-2,275,2,마포푸르지오더센트럴,월세,40.59,202509,16,"12,900",180,12,2023,마포대로 231,202601~202801,갱신,-,"10,000",180,아파트
205,서울특별시 마포구 아현동,780,780,0,애오개아이파크,월세,24.57,202509,16,"34,720",15,9,2016,굴레방로1길 25,202511~202611,갱신,-,"34,720",15,아파트
206,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,월세,36.9796,202509,16,"3,371",17,10,2014,마포대로 195,202510~202709,갱신,-,"3,245",17,아파트
207,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,월세,36.9796,202509,16,"6,811",2,8,2014,마포대로 195,202510~202709,-,-,,,아파트
208,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,36.9796,202509,16,"5,794",4,7,2014,마포대로 195,202510~202709,갱신,-,"5,668",3,아파트
209,서울특별시 마포구 신공덕동,168,168,0,신공덕e편한세상,전세,84.68,202509,16,"54,600",0,2,2007,백범로 239,202510~202710,갱신,사용,"52,000",0,아파트
210,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,16,"28,920",0,6,1986,월드컵북로 235,202510~202710,갱신,-,"27,550",0,아파트
211,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,59.751,202509,16,"67,090",0,3,2019,광성로 17,202509~202712,갱신,사용,"63,900",0,아파트
212,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,16,"31,500",0,3,1986,월드컵북로 235,202509~202709,갱신,사용,"30,000",0,아파트
213,서울특별시 마포구 공덕동,371,371,0,공덕1삼성래미안,전세,59.74,202509,16,"52,500",0,10,1999,마포대로 115-8,202510~202710,갱신,사용,"50,000",0,아파트
214,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,월세,168.63,202509,16,"20,000",700,8,2010,토정로 158,202511~202710,갱신,-,"20,000",620,아파트
215,서울특별시 마포구 창전동,442,442,0,서강오벨리스크스위트,전세,84.96,202509,16,"74,000",0,14,2007,창전로 45,202512~202712,갱신,사용,"74,000",0,아파트
216,서울특별시 마포구 망원동,521,521,0,마포한강아이파크,전세,59.3883,202509,16,"70,000",0,6,2019,희우정로 77,202510~202710,신규,-,,,아파트
217,서울특별시 마포구 망원동,521,521,0,마포한강아이파크,전세,84.58,202509,16,"89,000",0,5,2019,희우정로 77,202601~202801,신규,-,,,아파트
218,서울특별시 마포구 대흥동,804,804,0,마포자이2차,월세,84.95,202509,16,"30,000",290,13,2014,서강대길 40,202511~202711,갱신,사용,"30,000",240,아파트
219,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(101동서울리츠2호임대),월세,34.797,202509,16,"14,607",37,16,2022,숭문길 98,202510~202709,-,-,,,아파트
220,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(101동서울리츠2호임대),월세,34.797,202509,16,"16,221",41,18,2022,숭문길 98,202510~202709,-,-,,,아파트
221,서울특별시 마포구 창전동,444,444,0,서강예가,월세,59.983,202509,15,"5,000",240,5,2007,독막로 145,202510~202710,갱신,-,"5,000",200,아파트
222,서울특별시 마포구 염리동,515-1,515,1,상록임대,월세,26.81,202509,15,"1,030",11,4,1997,숭문길 106,202510~202709,-,-,,,아파트
223,서울특별시 마포구 공덕동,188-108,188,108,마포현대,전세,59.95,202509,15,"43,500",0,12,1988,마포대로11길 84,202510~202710,갱신,사용,"41,500",0,아파트
224,서울특별시 마포구 공덕동,460,460,0,한화꿈에그린,월세,84.939,202509,15,"45,000",120,11,2004,마포대로10길 22,202509~202709,신규,-,,,아파트
225,서울특별시 마포구 공덕동,460,460,0,한화꿈에그린,전세,84.939,202509,15,"71,400",0,1,2004,마포대로10길 22,202510~202710,갱신,사용,"68,000",0,아파트
226,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,월세,84.97,202509,15,"40,000",120,10,2003,서강로9길 45,202511~202711,신규,-,,,아파트
227,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,37.17,202509,15,"6,401",21,9,2020,양화로 72,202510~202711,신규,-,,,아파트
228,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,37.17,202509,15,"6,401",21,23,2020,양화로 72,202510~202711,신규,-,,,아파트
229,서울특별시 마포구 창전동,444,444,0,서강예가,전세,119.301,202509,15,"84,000",0,1,2007,독막로 145,202510~202710,갱신,사용,"82,000",0,아파트
230,서울특별시 마포구 현석동,225,225,0,래미안웰스트림,월세,59.96,202509,15,"5,000",250,10,2016,토정로18길 11,202510~202710,신규,-,,,아파트
231,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,전세,104.29,202509,15,"94,500",0,6,2011,백범로 205,202510~202710,갱신,사용,"90,000",0,아파트
232,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,전세,84.9699,202509,15,"90,000",0,22,2017,마포대로 246,202509~202709,신규,-,,,아파트
233,서울특별시 마포구 아현동,800,800,0,공덕자이,월세,59.99,202509,15,"10,000",138,5,2015,마포대로24길 16,202510~202710,갱신,사용,"10,000",138,아파트
234,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,월세,84.97,202509,15,"5,000",210,16,2003,서강로9길 45,202509~202709,갱신,사용,"5,000",200,아파트
235,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,전세,59.96,202509,15,"88,000",0,16,2020,대흥로 175,202510~202710,신규,-,,,아파트
236,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,전세,59.85,202509,15,"58,000",0,3,2001,백범로25길 63,202511~202711,갱신,-,"50,000",0,아파트
237,서울특별시 마포구 신정동,30,30,0,서강GS,전세,84.4,202509,15,"74,000",0,7,1999,창전로 26,202510~202710,신규,-,,,아파트
238,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,36.9796,202509,15,"5,559",0,9,2014,마포대로 195,202509~202709,갱신,-,"5,352",0,아파트
239,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,36.9796,202509,15,"3,371",17,16,2014,마포대로 195,202510~202709,갱신,-,"3,245",17,아파트
240,서울특별시 마포구 도화동,353,353,0,현대홈타운,월세,84.95,202509,15,"30,000",158,10,2000,새창로8길 72,202510~202710,신규,-,,,아파트
241,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202509,15,"40,000",0,2,1986,월드컵북로 235,202512~202712,신규,-,,,아파트
242,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202509,15,"30,000",0,5,1986,월드컵북로 235,202510~202710,갱신,-,"26,000",0,아파트
243,서울특별시 마포구 도화동,353,353,0,현대홈타운,월세,84.95,202509,15,"30,000",158,10,2000,새창로8길 72,202510~202710,신규,-,,,아파트
244,서울특별시 마포구 도화동,82,82,0,우성,전세,68.94,202509,15,"49,000",0,13,1991,삼개로 33,202511~202711,신규,-,,,아파트
245,서울특별시 마포구 망원동,523,523,0,마포월드컵제이스카이,전세,49.61,202509,15,"50,000",0,12,2021,방울내로11길 38,202509~202709,갱신,-,"48,000",0,아파트
246,서울특별시 마포구 상암동,1618,1618,0,DMC상암센트럴파크2단지,월세,36.69,202509,15,"2,000",110,6,2009,월드컵북로42가길 11,202509~202703,갱신,사용,"2,000",105,아파트
247,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,84.66,202509,15,"38,666",0,1,2010,월드컵북로 502-36,202510~202709,-,-,,,아파트
248,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,59.73,202509,15,"45,150",0,5,2010,월드컵북로 502-36,202510~202710,갱신,사용,"43,000",0,아파트
249,서울특별시 마포구 상암동,1741,1741,0,상암월드컵파크11단지,전세,84.89,202509,15,"25,543",0,4,2010,월드컵북로 502-37,202510~202709,-,-,,,아파트
250,서울특별시 마포구 상암동,1741,1741,0,상암월드컵파크11단지,월세,49.58,202509,15,"4,740",33,12,2010,월드컵북로 502-37,202510~202709,-,-,,,아파트
251,서울특별시 마포구 현석동,220,220,0,밤섬힐스테이트,전세,59.4,202509,14,"58,000",0,20,1999,신수로3길 23,-,-,-,,,아파트
252,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,84.901,202509,14,"90,000",0,15,2019,광성로 17,202509~202709,갱신,-,"80,000",0,아파트
253,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,83.42,202509,13,"95,000",0,11,2005,마포대로11길 50,202512~202712,신규,-,,,아파트
254,서울특별시 마포구 용강동,502,502,0,래미안마포리버웰,전세,84.98,202509,13,"120,000",0,11,2015,토정로31길 23,202510~202910,신규,-,,,아파트
255,서울특별시 마포구 현석동,222,222,0,강변힐스테이트,전세,114.99,202509,13,"95,000",0,6,2004,신수로 15,202511~202711,신규,-,,,아파트
256,서울특별시 마포구 현석동,225,225,0,래미안웰스트림,월세,84.98,202509,13,"3,000",110,27,2016,토정로18길 11,202510~202710,신규,-,,,아파트
257,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,월세,138.08,202509,13,"90,000",250,7,2010,토정로 158,202601~202801,신규,-,,,아파트
258,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,월세,84.5978,202509,13,"10,000",348,15,2014,마포대로 195,202511~202711,갱신,사용,"10,000",330,아파트
259,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,59.9452,202509,13,"15,000",270,15,2014,마포대로 195,202511~202711,신규,-,,,아파트
